name,dob,tel
Charles Ssempijja,1979-10-30,+256753724560
Simon Lubega,2004-11-24,+256786276684
Brian Nalukenge,1969-05-18,+256725787592
Nabukeera Achieng,1970-05-31,+256756978909
Paul Asiimwe,2000-11-06,+256725843985
Andrew Bbosa,2002-09-19,+256748742856
Richard Nalubowa,2000-08-03,+256717351204
Paul Mugisha,1970-04-29,+256761126998
Lydia Byaruhanga,1974-09-29,+256705755892
Joseph Muwonge,1974-05-14,+256748656941
Timothy Lubega,1980-10-19,+256769392706
Joseph Adoch,1998-10-08,+256773094587
Ruth Walusimbi,1977-09-13,+256770489765
Timothy Kyeyune,1960-05-25,+256789935520
Moses Kintu,1965-08-12,+256743452490
Okello Atim,1976-10-09,+256391707116
Julie Lubega,1970-03-23,+256765469119
Diana Adoch,1988-02-12,+256758212178
Joyce Opio,1970-04-01,+256396520284
Babirye Lubega,1975-06-24,+256765905327
Nabukeera Walusimbi,1967-08-09,+256314990296
Peter Tumusiime,1981-05-27,+256312247270
Joseph Nalubega,1972-09-06,+256751962077
Susan Nabunya,1972-05-14,+256796517332
Timothy Nabukeera,2003-08-30,+256396437584
Oliver Kirabo,1975-07-17,+256319015728
Betty Kigozi,1972-08-02,+256792799538
Nakato Auma,1964-10-22,+256725277776
Betty Namukasa,1977-07-03,+256760160783
Charles Kirabo,2004-05-28,+256779421783
Susan Kintu,1999-10-27,+256778249791
Francis Nalugo,1962-10-08,+256782806047
Caroline Odongo,1980-03-03,+256744900455
Joan Lubega,2004-06-08,+256794843084
Hassan Nalugo,1970-03-31,+256798569902
Akello Nalubega,1963-09-25,+256759111809
Kevin Kizza,1969-03-09,+256789166286
Paul Mugisha,2000-05-06,+256314152891
Wasswa Achieng,1999-05-23,+256755848151
Kevin Okumu,1991-06-16,+256713975295
Joan Walusimbi,1972-06-28,+256397183451
Okello Nakato,1991-06-22,+256743471922
Isaac Atim,1975-02-08,+256794715824
Nancy Nalugo,1983-12-26,+256764909595
Irene Nankya,1965-04-26,+256791597613
Oliver Namukasa,1982-05-26,+256752128830
Nakato Mukasa,1995-03-26,+256725403886
George Adoch,1984-02-09,+256782385244
Sarah Auma,1966-10-10,+256316949543
Simon Nabirye,1984-12-16,+256311561871
Nalubega Okot,1989-05-12,+256767628527
Wasswa Achieng,2001-02-16,+256390041491
Babirye Ssebunya,1995-09-06,+256316009980
Akello Akello,2004-05-19,+256747208215
Nakato Kigozi,1990-04-20,+256755416778
Irene Nalugo,2003-07-17,+256799696117
Caroline Byaruhanga,2001-03-25,+256760812172
Mugisha Kato,1999-08-04,+256702084353
Ssekandi Kizza,1978-02-24,+256780011340
Joan Odongo,1968-05-16,+256725064462
Mary Achieng,1993-05-11,+256316047102
David Opio,1987-05-29,+256312777050
Lydia Achieng,1968-07-15,+256747201300
Andrew Ssebunya,1971-11-27,+256703580613
Diana Ocen,1999-12-05,+256393794852
Oliver Asiimwe,1970-10-26,+256700135267
Andrew Ssebunya,1980-07-16,+256772217531
Richard Byaruhanga,1969-04-04,+256771498726
Kato Namutebi,1972-04-20,+256766166661
Lydia Ocen,1972-10-25,+256772233823
George Okello,1974-09-21,+256718900451
Richard Akello,1973-07-31,+256785891952
Wasswa Akello,1967-10-11,+256777421969
Samuel Tumusiime,1994-06-14,+256712349030
Peter Namukasa,1982-03-25,+256767203947
Mark Muwonge,1985-07-24,+256751413458
Kevin Ssempijja,2005-09-17,+256705060836
Nancy Kirabo,1964-11-23,+256746572491
Sarah Tumusiime,1981-08-17,+256748302838
Esther Ssempijja,1961-01-30,+256789964488
Irene Kyeyune,1997-10-03,+256765309530
Naomi Nabukeera,2002-04-04,+256769166336
Hellen Ssebunya,1961-03-27,+256710280001
Caroline Nakato,1995-09-14,+256753619565
Kenneth Kintu,2004-12-13,+256794806467
Oliver Opio,1967-05-24,+256777106413
Emmanuel Walusimbi,1973-09-12,+256319002063
Paul Achieng,2005-11-14,+256751402526
Emmanuel Otim,1995-01-20,+256742606795
Paul Nalubowa,1999-04-01,+256391109227
Mark Achieng,1998-12-24,+256740971500
Joyce Nabunya,1964-12-08,+256717606317
Hassan Okello,1972-04-23,+256752946849
Betty Bbosa,2006-12-02,+256702748655
Joan Nalubega,1971-05-22,+256794349442
Tasha Nalwoga,1990-01-20,+256751980663
Diana Ssebunya,1983-08-04,+256774563077
Betty Lubega,2005-10-28,+256391293020
Betty Nalugo,1974-12-21,+256760930113
Mary Byaruhanga,1970-05-07,+256762639223
Amina Mugisha,1961-02-06,+256748536665
Andrew Nalubega,1994-05-11,+256740771442
Mugisha Mugisha,1997-08-15,+256723002466
Mark Nankya,1988-09-13,+256745398941
George Nalubega,1970-09-17,+256751306728
Joseph Ssekandi,2006-04-09,+256790883692
Esther Lubega,1985-04-29,+256706726402
Francis Muwonge,2000-12-22,+256755491198
Julie Kigozi,1987-04-07,+256706189439
Winnie Nalubega,2004-04-05,+256394069884
Samuel Mukasa,1973-07-04,+256749169742
Brian Ssekandi,1991-01-29,+256706879264
Nalubega Asiimwe,1960-02-17,+256310160974
Babirye Namutebi,1969-04-29,+256316312844
Mark Nankya,2004-02-21,+256748888812
Patience Odongo,1968-05-06,+256702388630
Namukasa Ssempijja,1997-01-21,+256703883465
Ruth Achieng,1968-07-28,+256767691649
Kenneth Opio,1966-09-18,+256792239990
David Kizza,1971-09-23,+256399526451
Mary Otim,1995-04-03,+256744893511
Victoria Odongo,1980-12-15,+256765336123
Irene Okumu,1969-10-10,+256713400953
Joan Auma,2001-10-23,+256721772642
Hassan Atim,1992-02-22,+256766820148
Paul Lubega,1983-10-10,+256747581910
Joan Ocen,1987-04-17,+256711517010
Kevin Otim,1973-04-22,+256390676621
Ssekandi Bbosa,1995-07-20,+256714164420
Naomi Namutebi,1983-05-05,+256790821255
Nalubega Opio,2000-07-26,+256720521470
Mark Byaruhanga,2001-06-14,+256799229497
Hassan Okello,1965-07-13,+256712345338
Julie Opio,1993-05-24,+256742193037
Hellen Okumu,1983-03-22,+256311409947
Esther Wanyama,1999-10-13,+256710365746
Namukasa Asiimwe,1970-12-28,+256721543145
David Kato,1998-11-10,+256707734211
Brian Kyeyune,1998-04-11,+256778323619
Kevin Nabukeera,1984-09-01,+256725938182
Kato Ochieng,1963-02-09,+256757482830
Lydia Kigozi,2004-10-03,+256394123584
Andrew Nakato,1967-11-14,+256779239022
Irene Nankya,1977-11-22,+256756425930
Mark Adoch,1961-10-01,+256318821696
Andrew Atim,2003-06-25,+256776024901
Charles Otim,1994-11-04,+256769490050
Brian Otim,1979-08-25,+256753016809
David Nalukenge,1992-01-25,+256704713268
Joan Byaruhanga,1982-03-27,+256393905100
Moses Atim,1965-01-06,+256314045872
Babirye Kyeyune,1991-10-31,+256749658510
Mark Okumu,1988-07-12,+256722954473
Brian Kintu,1991-07-20,+256769924771
James Nalugo,1976-11-20,+256399455747
Paul Nabukeera,2003-12-31,+256789095341
David Ssekandi,1979-08-18,+256701514267
Andrew Okello,1989-10-05,+256708832340
Okello Namukasa,1990-07-27,+256393380011
David Nalwoga,1973-04-02,+256725428919
Tasha Tumusiime,1992-09-25,+256392376537
Patience Nankunda,1995-06-28,+256716267813
Rachel Namutebi,1988-12-10,+256391695038
Richard Kizza,2003-09-16,+256722642476
Joseph Kintu,1992-01-05,+256315323132
Akello Nabukeera,1993-12-11,+256749880943
Irene Nabukeera,1960-02-28,+256754941179
Babirye Nalugo,1962-11-27,+256396569981
Nabukeera Walusimbi,1979-10-26,+256725338793
Grace Okot,1972-08-13,+256319488358
Mark Bbosa,1988-08-30,+256761305378
Akello Kintu,1990-02-13,+256721488575
Mary Akello,1982-05-21,+256780191186
Mary Byaruhanga,1960-02-11,+256715880098
Victoria Nankya,1974-12-03,+256706474950
Kato Kyeyune,1991-07-06,+256778272543
Grace Nalukenge,1980-03-27,+256796297287
Esther Mugisha,1986-06-16,+256727571346
Mary Byaruhanga,1966-08-28,+256705347182
Kato Kyeyune,1974-06-08,+256762853891
Nalubega Achieng,1990-04-26,+256719177913
Patience Nalwoga,1998-09-11,+256398098979
Isaac Kizza,1974-02-03,+256312768193
Rachel Akello,1977-01-16,+256701698824
Richard Atim,1983-10-19,+256779296463
Paul Mukasa,1968-08-08,+256314723173
George Muwonge,2004-01-17,+256706591805
Ronald Okello,1998-05-12,+256720914439
Akello Nankunda,2003-02-03,+256714941719
Brian Akello,1975-04-29,+256741627170
Francis Nalukenge,1970-05-12,+256314895783
Andrew Okot,1983-10-10,+256756668395
Sarah Nabukeera,1993-04-14,+256719128919
Joseph Auma,1964-01-02,+256776197531
Winnie Nambi,1980-04-18,+256757377620
David Ochieng,1968-09-03,+256759466486
Okello Atim,1997-02-20,+256715767862
Faith Nakato,1994-09-23,+256393817030
Ssekandi Atim,2002-08-07,+256797023480
Andrew Namutebi,1967-01-31,+256393953417
Charles Nalugo,2006-05-14,+256770582647
Hassan Auma,1975-07-05,+256392473761
Okello Wanyama,1971-04-27,+256723554926
Francis Ocen,1999-01-22,+256707103052
Nakato Nabunya,1983-02-19,+256742480985
Francis Kyeyune,1995-08-25,+256761124274
Babirye Odongo,2006-08-16,+256795471499
Apio Nalubowa,2006-11-18,+256780207430
Susan Ochieng,1973-04-18,+256771887752
Hellen Byaruhanga,1969-06-23,+256399863897
Apio Kigozi,1990-11-06,+256391694338
Sarah Kirabo,2003-07-25,+256774431477
Caroline Nabukeera,1984-09-15,+256397936405
Joyce Nabunya,1996-01-15,+256772413447
Kato Asiimwe,1981-04-24,+256706640300
Nabukeera Odongo,1993-05-31,+256707972838
Akello Namutebi,1987-11-24,+256705668452
Babirye Nalubowa,1968-10-23,+256758248001
Paul Auma,1988-10-14,+256742254614
Isaac Kirabo,1968-01-04,+256756992286
Kevin Nankya,2003-06-18,+256747410774
Akello Nakato,2006-03-24,+256796273172
Paul Kintu,2005-06-19,+256721100870
Tasha Ssempijja,1962-08-06,+256772275826
Kato Wanyama,1965-03-03,+256723234033
Winnie Nakato,1992-04-30,+256740554840
Ronald Lubega,2005-04-25,+256744596579
Naomi Nalwoga,1981-09-14,+256772078241
Isaac Auma,1975-12-07,+256768200480
Faith Bbosa,1990-11-19,+256789846216
Ruth Nalubowa,1968-02-09,+256724339593
Sarah Nakato,1974-08-13,+256750460542
Babirye Ssekandi,1980-03-12,+256393595669
Moses Kirabo,1996-09-26,+256313468370
Wasswa Ocen,1960-10-18,+256790336422
Lydia Nabukeera,1960-10-04,+256782219862
Isaac Namutebi,1984-09-14,+256744234408
Babirye Bbosa,2001-03-06,+256776316209
Winnie Namutebi,2006-09-16,+256753660940
Hellen Byaruhanga,1960-08-28,+256396663113
Faith Kirabo,1985-05-11,+256796278533
Andrew Ssebunya,1990-03-03,+256751813693
Wasswa Odongo,1983-06-06,+256755454894
Julie Ochieng,2006-05-29,+256315012883
Okello Nabunya,1996-04-02,+256740952520
Naomi Namukasa,1962-04-14,+256315361758
Nancy Nambi,1997-07-20,+256318344531
Ruth Mugisha,1977-01-14,+256776514172
Naomi Atim,2002-09-05,+256763730635
Charles Namutebi,1975-04-02,+256316014583
Joseph Kigozi,1968-10-03,+256319365848
Ruth Nambi,1976-06-03,+256782146546
Lydia Achieng,1979-12-09,+256315630978
Ruth Namutebi,1997-09-21,+256763746820
Mary Okumu,1986-05-19,+256766235796
Andrew Nakato,1966-05-22,+256781976045
Charles Tumusiime,1994-03-29,+256783263903
Susan Nakato,1973-07-11,+256795005578
Rachel Nankya,2001-01-18,+256723360419
Wasswa Kintu,1976-03-06,+256725308033
Rachel Adoch,1975-11-12,+256718180249
Amina Auma,1984-07-15,+256760973306
George Kato,2003-12-03,+256742828735
Joyce Kizza,1998-07-10,+256712171071
Ssekandi Nalukenge,1994-05-22,+256777197852
Emmanuel Wanyama,1993-06-21,+256700632925
Samuel Ssempijja,1977-02-04,+256705405839
Kenneth Mukasa,1980-04-19,+256700069186
Irene Byaruhanga,1994-05-30,+256765236039
Paul Kato,1965-11-09,+256799876255
Nalubega Kigozi,2000-11-25,+256705003003
Rachel Kizza,1972-01-02,+256798793234
Rebecca Wanyama,1974-10-16,+256768223833
Lilian Ssekandi,1971-10-09,+256770320859
Hellen Nabirye,1975-02-28,+256740367643
Patience Kirabo,1963-05-09,+256716150383
Tasha Atim,1964-05-11,+256774291430
Michael Byaruhanga,1961-10-08,+256390804641
Susan Auma,1994-02-11,+256701942630
Mary Nalukenge,1973-09-26,+256719181874
Paul Nankya,1969-01-21,+256740156104
Moses Walusimbi,1972-04-21,+256318729340
Charles Walusimbi,1970-07-24,+256771760168
Apio Byaruhanga,2004-08-26,+256751912813
Tasha Nambi,2006-12-07,+256743351238
Patience Nankya,1986-07-01,+256746004931
Faith Okot,1978-08-19,+256720661118
Mark Okello,1961-02-21,+256785546608
Nabukeera Tumusiime,2004-04-29,+256311493219
Tasha Nabirye,1966-09-25,+256721511336
Lydia Ssekandi,2000-12-22,+256714293157
Winnie Nakato,1968-12-14,+256754431282
Babirye Kigozi,1992-04-25,+256720661769
Timothy Tumusiime,1968-07-09,+256315246354
Babirye Namukasa,1975-04-19,+256700162274
Namukasa Auma,1984-01-26,+256765998314
Akello Asiimwe,1976-05-28,+256716251562
Simon Lubega,1984-05-21,+256716723930
Okello Nankya,1974-12-18,+256778023619
Oliver Nakato,1974-04-20,+256712223175
Nabukeera Okumu,2003-04-21,+256716979786
Joseph Walusimbi,1994-01-25,+256397351152
Wasswa Ocen,1971-09-21,+256760483456
Hassan Nankya,1999-07-15,+256788189341
Mary Kirabo,1988-03-10,+256701062602
Tasha Nalugo,1980-02-04,+256708804983
Diana Ssempijja,1968-07-17,+256315675742
Andrew Bbosa,1994-07-12,+256774170429
Namukasa Walusimbi,1964-11-23,+256729367461
Charles Nalukenge,2004-06-25,+256702632804
Samuel Okot,1988-10-06,+256721256030
Moses Nakato,2005-06-24,+256745551494
Lydia Kyeyune,1996-03-06,+256749235783
Winnie Auma,2000-03-14,+256741322557
Victoria Otim,1970-08-25,+256718362706
Grace Opio,1996-12-28,+256780298116
Faith Okello,1968-02-26,+256709347107
Kato Nabirye,1978-07-23,+256395110305
Nalubega Asiimwe,1992-08-06,+256317653898
Babirye Lubega,1989-10-13,+256703739945
Patience Nankunda,1992-08-04,+256797937865
Grace Nankunda,1979-11-23,+256781912994
Rebecca Adoch,1986-03-12,+256705727022
Ronald Nalubowa,1969-07-15,+256798757456
Betty Namukasa,1996-09-17,+256702754070
Joyce Wanyama,1976-10-28,+256714266266
Kevin Lubega,1977-02-04,+256716591709
Samuel Nankya,1964-03-03,+256761808009
Hassan Auma,2001-01-12,+256319878611
Ssekandi Nabirye,1972-01-29,+256319887084
Diana Nakato,1998-10-30,+256780072773
Mugisha Nabirye,1975-11-24,+256398102253
Richard Namukasa,1969-04-16,+256392913368
Charles Kyeyune,1997-07-23,+256775399642
Moses Opio,1990-10-04,+256394164755
Okello Namukasa,1972-05-24,+256757597490
Paul Nalubowa,1988-02-29,+256778594877
Julie Akello,1986-01-25,+256793646403
Nabukeera Ocen,1971-11-26,+256315793064
Charles Atim,1988-12-02,+256312983202
Faith Nalukenge,1997-06-14,+256715909569
Nancy Kizza,1961-02-22,+256318957402
Brian Kyeyune,1973-01-14,+256791786278
Julie Odongo,1974-06-09,+256700949670
James Nakato,1986-06-24,+256754203716
Caroline Bbosa,2000-08-08,+256749079361
Wasswa Ssekandi,1994-11-21,+256719426865
Apio Nalubowa,1985-10-21,+256748571853
Mugisha Kyeyune,1994-10-08,+256310788191
Ssekandi Muwonge,1964-10-28,+256775245463
Julie Walusimbi,1999-10-01,+256704216804
Samuel Okumu,1977-08-16,+256746169672
Victoria Nabukeera,1966-09-06,+256744935483
Ruth Nabirye,1970-09-15,+256722915798
Timothy Odongo,1983-09-15,+256770681729
Hellen Nambi,1960-07-03,+256722699938
Patience Ochieng,1963-08-01,+256767823741
Isaac Nakato,1987-01-07,+256725412833
Faith Bbosa,1966-07-16,+256789607925
Lilian Nabukeera,2006-09-15,+256768814666
Joan Nankya,1996-03-11,+256718474848
Lilian Akello,1989-10-10,+256715862008
Nancy Akello,2002-08-08,+256766053183
Hassan Nankunda,1991-01-15,+256790147701
Namukasa Kirabo,1981-11-15,+256784032368
Sarah Tumusiime,1994-08-14,+256705384429
Richard Kigozi,1962-03-20,+256759063678
Charles Nabirye,1999-12-22,+256796290752
Nancy Kirabo,1977-04-09,+256780735708
Francis Byaruhanga,1975-01-07,+256768621722
Amina Adoch,1965-11-15,+256798945709
Wasswa Ocen,1998-01-21,+256743576485
Emmanuel Nalubowa,1999-01-17,+256713449052
Ruth Ocen,1973-10-17,+256311209981
Patience Asiimwe,1963-05-26,+256707704520
David Nabukeera,1982-08-07,+256711228898
George Ssekandi,1983-03-16,+256791181822
Victoria Adoch,1996-04-13,+256776510106
Brian Kyeyune,1970-08-12,+256775308382
Lydia Walusimbi,1965-09-03,+256790098967
Oliver Ssebunya,1992-02-03,+256390763646
Nancy Ocen,1987-01-13,+256791780658
Nancy Auma,1994-03-21,+256391451316
Andrew Kato,1979-09-22,+256770517059
Apio Atim,1986-06-18,+256726559766
Paul Ocen,1993-06-22,+256312417186
Wasswa Muwonge,1972-09-06,+256709286594
Amina Nalugo,1995-05-10,+256710700837
Nalubega Achieng,1987-05-03,+256799185952
Kevin Nankya,2005-12-25,+256745768873
Joseph Ssekandi,1982-09-03,+256722700366
Joseph Nankunda,1964-11-17,+256741923047
Lydia Muwonge,1966-07-24,+256797738745
Mary Byaruhanga,1977-09-16,+256751130159
Nalubega Asiimwe,1992-01-15,+256398173698
Grace Kigozi,1966-04-06,+256723934808
Betty Auma,1989-06-16,+256745331563
Oliver Okumu,1973-09-02,+256395128383
Ronald Otim,1998-06-04,+256399510364
Peter Mukasa,1979-11-15,+256720081065
Moses Nalubega,1972-01-18,+256317316947
Kato Nalukenge,2001-07-10,+256315562703
Tasha Namutebi,2003-09-09,+256786018685
Joseph Kirabo,1967-05-10,+256791825908
Namukasa Atim,1977-08-15,+256752348838
Richard Ssebunya,1961-09-02,+256751282825
Akello Okumu,1996-05-06,+256790523352
Nabukeera Mugisha,1983-05-19,+256393569531
Andrew Kirabo,1973-05-02,+256799054279
Lilian Okumu,1986-02-08,+256766585029
Charles Nabirye,1968-02-15,+256727796391
Charles Okello,1981-06-06,+256776104651
Samuel Nabirye,1972-08-04,+256392782393
Joseph Nalugo,1973-02-11,+256782671308
Caroline Ssekandi,2003-10-01,+256786019590
Mary Nalubega,1980-12-29,+256741054635
Diana Nalubega,1994-10-26,+256703469093
Kato Mugisha,1963-07-31,+256787627651
Grace Kintu,2006-10-10,+256315437011
Nakato Nambi,1975-08-06,+256314588489
Ronald Okumu,1966-12-25,+256776350486
Sarah Ssekandi,2006-04-29,+256794220919
Akello Bbosa,2003-09-05,+256775920646
Charles Namukasa,1999-06-19,+256780110690
Esther Nabirye,1985-03-11,+256723858604
Joseph Kato,1992-06-30,+256742520615
Michael Ssekandi,1997-03-13,+256391985251
Andrew Ocen,2002-12-15,+256761901507
Hellen Kato,1996-11-11,+256783535025
Caroline Namukasa,1974-06-15,+256704088109
Caroline Nalugo,1973-03-05,+256728600719
Mary Nabukeera,2006-05-08,+256702790745
Kenneth Nalwoga,1985-06-06,+256779455717
Victoria Nabunya,2002-04-17,+256713633834
Lilian Nankya,1972-10-20,+256782861635
Joyce Nankunda,2005-10-29,+256393051509
Richard Ocen,1990-09-28,+256752813903
Esther Ssekandi,1993-12-06,+256789908556
Grace Nalwoga,1978-02-25,+256772218169
Naomi Nankya,1973-06-01,+256798461748
Joseph Nalukenge,1963-07-03,+256391615622
Samuel Tumusiime,1968-05-11,+256798444462
Namukasa Nabunya,1960-02-09,+256782186555
Diana Nankya,1993-03-24,+256317239315
Timothy Ssekandi,2003-04-03,+256708888846
Hellen Nalubowa,1968-10-06,+256775880713
Mary Nalukenge,1980-11-09,+256772246185
Isaac Atim,1996-08-29,+256714752426
Amina Kintu,1960-08-21,+256753171246
Hassan Ssempijja,1960-08-23,+256398766777
Oliver Otim,1996-09-05,+256773446353
James Kizza,1982-10-03,+256761788169
Timothy Nalugo,1992-10-20,+256758994347
Naomi Opio,1978-04-10,+256394623138
Apio Muwonge,2003-04-14,+256779262783
Faith Muwonge,2003-05-26,+256726211142
George Bbosa,1995-09-19,+256755144785
Ruth Ssekandi,2000-01-25,+256721997927
Kevin Nabirye,1995-12-08,+256721682396
Joyce Nalubowa,1964-09-01,+256769237136
Ssekandi Adoch,1960-06-22,+256726528076
Andrew Nabunya,1999-01-22,+256712438206
Mary Ssekandi,1993-04-08,+256711075091
Richard Kyeyune,1995-12-11,+256710633429
Nancy Kintu,1965-02-25,+256398741022
Victoria Okello,1978-02-04,+256728294125
Nancy Wanyama,1963-01-06,+256318693169
Diana Nalubowa,1980-10-13,+256398565571
Naomi Mugisha,1992-04-09,+256392843451
Joan Achieng,1984-10-02,+256740004819
Michael Opio,1996-05-16,+256775924499
Diana Okello,1966-02-26,+256393360650
Nancy Muwonge,1991-03-25,+256719220634
Lilian Nabunya,1977-06-14,+256764639031
George Okello,1983-06-04,+256786777264
Charles Byaruhanga,1966-06-29,+256726830585
Rachel Tumusiime,2006-01-18,+256794936726
Akello Nalugo,1982-06-10,+256759024521
George Nalukenge,1981-10-28,+256786326357
Naomi Lubega,1962-06-15,+256767698199
Mary Ssebunya,1994-05-01,+256781950658
Naomi Nalubowa,1980-08-17,+256313697401
Ssekandi Bbosa,2006-05-03,+256766919359
Oliver Nambi,1982-04-09,+256790163128
Simon Ocen,1990-09-06,+256751560439
Mugisha Nabukeera,2002-10-02,+256719303830
Kevin Nalugo,1984-02-21,+256765931382
Betty Wanyama,1981-01-25,+256723190481
Kevin Ssekandi,1978-03-11,+256744452763
